year,quarter,dpi_pc,cpi_sa_8284,presvote,electq,wtq16,qdates,Fatalities,r,lnr,dlnr,yhat1976,low_95_1976,high_95_1976,yhat1976a,low_90_1976,high_90_1976,yhat1976b,low_67_1976,high_67_1976,yhat1980,low_95_1980,high_95_1980,yhat1980a,low_90_1980,high_90_1980,yhat1980b,low_67_1980,high_67_1980,yhat1984,low_95_1984,high_95_1984,yhat1984a,low_90_1984,high_90_1984,yhat1984b,low_67_1984,high_67_1984,yhat1988,low_95_1988,high_95_1988,yhat1988a,low_90_1988,high_90_1988,yhat1988b,low_67_1988,high_67_1988,yhat1992,low_95_1992,high_95_1992,yhat1992a,low_90_1992,high_90_1992,yhat1992b,low_67_1992,high_67_1992,yhat1996,low_95_1996,high_95_1996,yhat1996a,low_90_1996,high_90_1996,yhat1996b,low_67_1996,high_67_1996,yhat2000,low_95_2000,high_95_2000,yhat2000a,low_90_2000,high_90_2000,yhat2000b,low_67_2000,high_67_2000,yhat2004,low_95_2004,high_95_2004,yhat2004a,low_90_2004,high_90_2004,yhat2004b,low_67_2004,high_67_2004,yhat2008,low_95_2008,high_95_2008,yhat2008a,low_90_2008,high_90_2008,yhat2008b,low_67_2008,high_67_2008
1966,2,2704,32.33667,,0,.3333333,1966q2,0,8362.024,9.031456,-.484848,62.22084,55.13164,69.31005,62.22084,57.40977,67.03191,62.22084,60.1371,64.30458,63.8727,59.28472,68.46067,63.8727,60.47997,67.26543,63.8727,62.21438,65.53101,63.7438,60.64834,66.83927,63.7438,61.367,66.12061,63.7438,62.51832,64.96928,63.62285,60.94831,66.29738,63.62285,61.52631,65.71938,63.62285,62.50925,64.73644,63.24185,60.70756,65.77614,63.24185,61.22928,65.25443,63.24185,62.1525,64.3312,63.5244,61.40343,65.64536,63.5244,61.82505,65.22375,63.5244,62.59255,64.45625,63.92382,61.18906,66.65858,63.92382,61.71852,66.12911,63.92382,62.703,65.14463,61.97659,57.94756,66.00562,61.97659,58.71171,65.24146,61.97659,60.15609,63.79708,61.86802,58.03609,65.69996,61.86802,58.75097,64.98508,61.86802,60.12003,63.61602
1966,3,2751,32.61667,,0,.3333333,1966q3,0,8434.338,9.040067,3.44429,60.5283,51.77913,69.27747,60.5283,54.5907,66.4659,60.5283,57.95665,63.09995,62.88714,56.09502,69.67926,62.88714,57.86449,67.90979,62.88714,60.43214,65.34213,62.60823,58.99265,66.22382,62.60823,59.83207,65.3844,62.60823,61.17683,64.03963,62.5844,59.44695,65.72184,62.5844,60.12499,65.0438,62.5844,61.27805,63.89074,62.13573,59.15166,65.1198,62.13573,59.76598,64.50549,62.13573,60.85305,63.41842,62.48416,60.02661,64.94171,62.48416,60.51513,64.45319,62.48416,61.40443,63.56389,63.03612,59.9143,66.15794,63.03612,60.5187,65.55353,63.03612,61.64252,64.42972,60.63455,55.9625,65.30659,60.63455,56.84861,64.42049,60.63455,58.5235,62.74559,60.51834,56.07096,64.96572,60.51834,56.90065,64.13602,60.51834,58.4896,62.54708
1966,4,2795,32.88333,,0,.3333333,1966q4,0,8499.747,9.047791,3.089905,60.3489,51.34145,69.35634,60.3489,54.23602,66.46178,60.3489,57.70133,62.99646,62.9678,55.01079,70.9248,62.9678,57.08373,68.85187,62.9678,60.09175,65.84384,62.62949,58.66439,66.59458,62.62949,59.58496,65.67402,62.62949,61.05972,64.19926,62.64342,59.18611,66.10072,62.64342,59.93328,65.35356,62.64342,61.20389,64.08294,62.15898,58.87995,65.438,62.15898,59.55499,64.76297,62.15898,60.74951,63.56845,62.55114,59.84929,65.253,62.55114,60.38637,64.71592,62.55114,61.36409,63.7382,63.16976,59.71794,66.62158,63.16976,60.38623,65.95329,63.16976,61.62885,64.71067,60.5429,55.54955,65.53625,60.5429,56.49659,64.5892,60.5429,58.28667,62.79912,60.42518,55.67162,65.17873,60.42518,56.55844,64.29192,60.42518,58.25677,62.59358
1967,1,2839,32.96667,,0,.3333333,1967q1,0,8611.729,9.060881,5.235672,60.46728,51.76455,69.17001,60.46728,54.56119,66.37337,60.46728,57.90928,63.02528,63.16152,54.56287,71.76017,63.16152,56.80297,69.52007,63.16152,60.05356,66.26949,62.79486,58.63162,66.95809,62.79486,59.59819,65.99152,62.79486,61.14665,64.44306,62.82631,59.17461,66.47801,62.82631,59.96378,65.68884,62.82631,61.30584,64.34677,62.32206,58.87518,65.76894,62.32206,59.58477,65.05935,62.32206,60.84044,63.80368,62.74075,59.88867,65.59283,62.74075,60.45561,65.02588,62.74075,61.48768,63.99381,63.39523,59.71812,67.07233,63.39523,60.43003,66.36042,63.39523,61.75374,65.03671,60.65325,55.55599,65.75051,60.65325,56.52275,64.78376,60.65325,58.35008,62.95643,60.53555,55.68434,65.38676,60.53555,56.58937,64.48173,60.53555,58.3226,62.7485
1967,2,2868,33.16666,,0,.3333333,1967q2,0,8647.237,9.064995,1.64566,60.58546,51.90223,69.26868,60.58546,54.69261,66.47831,60.58546,58.03319,63.13773,63.39783,54.12319,72.67246,63.39783,56.53939,70.25626,63.39783,60.04553,66.75012,63.00143,58.61625,67.3866,63.00143,59.63435,66.36851,63.00143,61.26535,64.7375,63.05136,59.18718,66.91554,63.05136,60.02227,66.08045,63.05136,61.44242,64.6603,62.52558,58.89144,66.15971,62.52558,59.63958,65.41158,62.52558,60.96347,64.08768,62.97342,59.95738,65.98945,62.97342,60.55691,65.38992,62.97342,61.64832,64.29852,63.66492,59.74511,67.58474,63.66492,60.50401,66.82584,63.66492,61.9151,65.41476,60.79319,55.53972,66.04665,60.79319,56.5361,65.05027,60.79319,58.41943,63.16694,60.67541,55.676,65.67483,60.67541,56.60868,64.74214,60.67541,58.39486,62.95597
1967,3,2914,33.5,,0,.3333333,1967q3,0,8698.508,9.070907,2.364731,59.41799,50.75896,68.07702,59.41799,53.54156,65.29442,59.41799,56.87283,61.96315,62.24034,52.48252,71.99817,62.24034,55.0246,69.45609,62.24034,58.7134,65.76728,61.80647,57.48286,66.13007,61.80647,58.48666,65.12627,61.80647,60.09477,63.51817,61.88072,58.07756,65.68388,61.88072,58.89947,64.86197,61.88072,60.2972,63.46424,61.35647,57.78268,64.93025,61.35647,58.5184,64.19454,61.35647,59.8203,62.89264,61.78578,58.80492,64.76665,61.78578,59.39746,64.1741,61.78578,60.47614,63.09543,62.51234,58.65086,66.37383,62.51234,59.39846,65.62623,62.51234,60.78856,64.23614,59.65025,54.4675,64.83299,59.65025,55.45047,63.85002,59.65025,57.30844,61.99205,59.52875,54.59785,64.45965,59.52875,55.51775,63.53975,59.52875,57.27945,61.77805
1967,4,2952,33.86667,,0,.3333333,1967q4,0,8716.535,9.072977,.8281708,58.25727,50.15449,66.36005,58.25727,52.75834,63.7562,58.25727,55.87561,60.63892,60.84795,51.4036,70.2923,60.84795,53.86402,67.83189,60.84795,57.43431,64.26159,60.41548,56.43854,64.39243,60.41548,57.36185,63.46911,60.41548,58.84102,61.98994,60.48919,56.99863,63.97975,60.48919,57.75298,63.2254,60.48919,59.03582,61.94256,59.9937,56.71788,63.26953,59.9937,57.39225,62.59515,59.9937,58.58561,61.4018,60.36877,57.6152,63.12236,60.36877,58.16256,62.57499,60.36877,59.15899,61.57856,61.08715,57.54177,64.63255,61.08715,58.22818,63.94613,61.08715,59.50447,62.66984,58.4124,53.60615,63.21865,58.4124,54.51771,62.30709,58.4124,56.24072,60.58408,58.28799,53.71823,62.85775,58.28799,54.57076,62.00523,58.28799,56.20343,60.37255
1968,1,3029,34.2,,0,.3333333,1968q1,0,8856.725,9.088932,6.381989,57.65997,51.78834,63.53159,57.65997,53.6752,61.64473,57.65997,55.93411,59.38582,59.40968,52.29888,66.52048,59.40968,54.15137,64.668,59.40968,56.8395,61.97987,59.08183,56.08278,62.08088,59.08183,56.77906,61.38459,59.08183,57.89452,60.26914,59.0885,56.45432,61.72269,59.0885,57.02359,61.15341,59.0885,57.9917,60.1853,58.68275,56.22917,61.13632,58.68275,56.73428,60.63121,58.68275,57.62809,59.7374,58.93065,56.82821,61.03309,58.93065,57.24614,60.61516,58.93065,58.00694,59.85435,59.53126,56.84872,62.21381,59.53126,57.36808,61.69445,59.53126,58.33376,60.72877,57.45013,53.7874,61.11286,57.45013,54.48208,60.41818,57.45013,55.79514,59.10512,57.32651,53.85429,60.79873,57.32651,54.50206,60.15096,57.32651,55.7426,58.91042
1968,2,3104,34.53333,,0,.3333333,1968q2,0,8988.417,9.103692,5.904007,59.29943,55.22004,63.37882,59.29943,56.53096,62.0679,59.29943,58.10037,60.49849,60.45869,55.23872,65.67866,60.45869,56.59861,64.31876,60.45869,58.57194,62.34544,60.24555,57.64751,62.84359,60.24555,58.25069,62.24041,60.24555,59.217,61.2741,60.17733,57.8791,62.47556,60.17733,58.37578,61.97888,60.17733,59.22042,61.13425,59.81784,57.7045,61.93118,59.81784,58.13956,61.49612,59.81784,58.90943,60.72624,60.02632,58.18462,61.86801,60.02632,58.55072,61.50191,60.02632,59.21717,60.83547,60.5155,58.11763,62.91336,60.5155,58.58187,62.44912,60.5155,59.44507,61.58592,58.75922,55.68037,61.83807,58.75922,56.26431,61.25413,58.75922,57.36805,60.15038,58.64259,55.7313,61.55388,58.64259,56.27442,61.01075,58.64259,57.31456,59.97062
1968,3,3133,35,,0,.3333333,1968q3,0,8951.429,9.099568,-1.649475,59.13444,54.42524,63.84363,59.13444,55.93855,62.33032,59.13444,57.75026,60.51862,60.50144,54.74554,66.25733,60.50144,56.24505,64.75782,60.50144,58.42098,62.58189,60.25912,57.49761,63.02065,60.25912,58.13874,62.37951,60.25912,59.16585,61.3524,60.2098,57.76571,62.65389,60.2098,58.29391,62.12569,60.2098,59.19215,61.22745,59.83239,57.57722,62.08757,59.83239,58.04148,61.62331,59.83239,58.86302,60.80177,60.06269,58.11139,62.01399,60.06269,58.49928,61.62611,60.06269,59.20538,60.91999,60.58232,58.04641,63.11823,60.58232,58.53738,62.62726,60.58232,59.45027,61.71436,58.70309,55.41287,61.99331,58.70309,56.0369,61.36928,58.70309,57.21642,60.18976,58.58534,55.4705,61.70017,58.58534,56.0516,61.11908,58.58534,57.16446,60.00621
1968,4,3181,35.43333,49.6,1,.3333333,1968q4,145.6292,8977.422,9.102468,1.160049,49.05938,44.70111,53.41765,49.05938,46.10165,52.01711,49.05938,47.77835,50.34041,49.84378,46.61086,53.07671,49.84378,47.45309,52.23447,49.84378,48.67525,51.01231,49.76162,47.55598,51.96726,49.76162,48.06805,51.45518,49.76162,48.88842,50.63483,49.78614,47.84177,51.7305,49.78614,48.26197,51.3103,49.78614,48.97656,50.59571,49.68239,47.77866,51.58613,49.68239,48.17057,51.19422,49.68239,48.86409,50.5007,49.79041,48.06396,51.51685,49.79041,48.40715,51.17367,49.79041,49.03189,50.54892,49.91438,47.62249,52.20627,49.91438,48.06621,51.76255,49.91438,48.89126,50.93749,49.29583,45.82312,52.76854,49.29583,46.48177,52.1099,49.29583,47.7267,50.86496,49.26517,45.94992,52.58043,49.26517,46.56841,51.96194,49.26517,47.75288,50.77748
1969,1,3211,35.86666,,0,.3333333,1969q1,0,8952.603,9.0997,-1.107407,55.58999,48.28441,62.89557,55.58999,50.63207,60.5479,55.58999,53.44265,57.73732,57.78134,48.45102,67.11166,57.78134,50.88173,64.68095,57.78134,54.40892,61.15376,57.32798,53.92438,60.73158,57.32798,54.71458,59.94138,57.32798,55.9805,58.67545,57.41572,54.44352,60.38792,57.41572,55.08585,59.74559,57.41572,56.17818,58.65326,56.96981,54.19071,59.74892,56.96981,54.76283,59.1768,56.96981,55.77523,58.16439,57.24182,54.8522,59.63144,57.24182,55.32722,59.15643,57.24182,56.19194,58.2917,57.96925,54.93315,61.00535,57.96925,55.52095,60.41754,57.96925,56.61391,59.32458,55.61951,51.4264,59.81263,55.61951,52.22168,59.01735,55.61951,53.72488,57.51415,55.48798,51.50811,59.46785,55.48798,52.25058,58.72537,55.48798,53.6725,57.30346
1969,2,3277,36.43333,,0,.3333333,1969q2,0,8994.511,9.10437,1.868057,53.81608,47.57606,60.0561,53.81608,49.58131,58.05086,53.81608,51.98195,55.65022,55.38409,47.4239,63.34428,55.38409,49.49767,61.27052,55.38409,52.5069,58.26128,54.98021,52.3573,57.60313,54.98021,52.96625,56.99418,54.98021,53.94181,56.01862,55.0371,52.76678,57.30742,55.0371,53.25742,56.81678,55.0371,54.0918,55.9824,54.66776,52.54576,56.78976,54.66776,52.9826,56.35292,54.66776,53.75563,55.57989,54.81419,52.94857,56.67982,54.81419,53.31942,56.30896,54.81419,53.99453,55.63386,55.47467,53.17505,57.7743,55.47467,53.62027,57.32908,55.47467,54.44811,56.50124,53.62032,50.21666,57.02397,53.62032,50.8622,56.37843,53.62032,52.08239,55.15824,53.48519,50.26515,56.70523,53.48519,50.86588,56.1045,53.48519,52.01632,54.95406
1969,3,3376,36.93333,,0,.3333333,1969q3,0,9140.794,9.120502,6.452942,54.45424,50.40036,58.50813,54.45424,51.70308,57.2054,54.45424,53.26268,55.64581,55.23504,49.57422,60.89586,55.23504,51.04897,59.42112,55.23504,53.18895,57.28113,54.94934,53.03697,56.86171,54.94934,53.48096,56.41772,54.94934,54.19224,55.70644,54.92966,53.25847,56.60084,54.92966,53.61964,56.23968,54.92966,54.23383,55.62549,54.63244,53.10153,56.16336,54.63244,53.41669,55.8482,54.63244,53.97439,55.2905,54.69138,53.3055,56.07726,54.69138,53.58099,55.80177,54.69138,54.0825,55.30027,55.22918,53.52506,56.93329,55.22918,53.85498,56.60337,55.22918,54.46845,55.9899,53.8653,51.44695,56.28365,53.8653,51.90562,55.82498,53.8653,52.77258,54.95802,53.73461,51.46786,56.00137,53.73461,51.89074,55.57848,53.73461,52.7006,54.76862
1969,4,3430,37.5,,0,.3333333,1969q4,0,9146.667,9.121145,.2571106,55.56789,52.3399,58.79589,55.56789,53.37722,57.75856,55.56789,54.61908,56.5167,56.08771,51.43884,60.73659,56.08771,52.64995,59.52548,56.08771,54.40739,57.76804,55.86235,54.10955,57.61514,55.86235,54.51649,57.20819,55.86235,55.16842,56.55627,55.80318,54.26799,57.33837,55.80318,54.59977,57.0066,55.80318,55.16397,56.44239,55.52427,54.13555,56.91299,55.52427,54.42144,56.6271,55.52427,54.92733,56.1212,55.57398,54.30274,56.84522,55.57398,54.55544,56.59252,55.57398,55.01546,56.1325,56.05472,54.46499,57.64445,56.05472,54.77277,57.33667,56.05472,55.34505,56.76439,54.82251,52.68845,56.95657,54.82251,53.0932,56.55182,54.82251,53.85824,55.78677,54.69614,52.70468,56.6876,54.69614,53.0762,56.31608,54.69614,53.7877,55.60457
1970,1,3478,38.1,,0,.3333333,1970q1,0,9128.609,9.119168,-.7907867,54.37167,49.54742,59.19591,54.37167,51.09771,57.64563,54.37167,52.95367,55.78966,55.5746,48.45071,62.6985,55.5746,50.30661,60.8426,55.5746,52.99969,58.14952,55.21756,52.86284,57.57229,55.21756,53.40953,57.0256,55.21756,54.28534,56.14979,55.24343,53.17682,57.31004,55.24343,53.62344,56.86342,55.24343,54.38295,56.1039,54.89817,52.99562,56.80072,54.89817,53.38728,56.40905,54.89817,54.08037,55.71597,55.01908,53.3166,56.72155,55.01908,53.65503,56.38313,55.01908,54.2711,55.76706,55.63646,53.50732,57.76559,55.63646,53.91953,57.35338,55.63646,54.68599,56.58691,53.96036,51.04687,56.87385,53.96036,51.59945,56.32127,53.96036,52.64391,55.27681,53.82805,51.08238,56.57372,53.82805,51.5946,56.06149,53.82805,52.57557,55.08053
1970,2,3567,38.63333,,0,.3333333,1970q2,0,9232.96,9.130535,4.546738,53.79832,49.20371,58.39294,53.79832,50.6802,56.91645,53.79832,52.44782,55.14882,54.86918,47.74451,61.99385,54.86918,49.60062,60.13775,54.86918,52.29399,57.44438,54.50869,52.26095,56.75643,54.50869,52.7828,56.23458,54.50869,53.61882,55.39856,54.53675,52.5611,56.51241,54.53675,52.98806,56.08544,54.53675,53.71415,55.35936,54.20381,52.39066,56.01697,54.20381,52.76392,55.64371,54.20381,53.42444,54.98319,54.29998,52.66076,55.93921,54.29998,52.98661,55.61336,54.29998,53.57979,55.02018,54.91908,52.8734,56.96477,54.91908,53.26945,56.56871,54.91908,54.00587,55.83229,53.32803,50.55218,56.10389,53.32803,51.07865,55.57741,53.32803,52.07377,54.58229,53.19429,50.58306,55.80553,53.19429,51.07021,55.31838,53.19429,52.00314,54.38545
1970,3,3638,39.03333,,0,.3333333,1970q3,0,9320.239,9.139943,3.763199,54.98935,51.72975,58.24895,54.98935,52.77723,57.20147,54.98935,54.03125,55.94745,55.56228,50.10297,61.02158,55.56228,51.52522,59.59934,55.56228,53.58903,57.53553,55.29391,53.44113,57.14669,55.29391,53.87128,56.71654,55.29391,54.5604,56.02742,55.26186,53.61515,56.90857,55.26186,53.97103,56.55269,55.26186,54.57622,55.9475,54.96908,53.48859,56.44956,54.96908,53.79337,56.14478,54.96908,54.3327,55.60545,55.02787,53.6607,56.39504,55.02787,53.93247,56.12327,55.02787,54.4272,55.62854,55.55685,53.82524,57.28846,55.55685,54.1605,56.95321,55.55685,54.78385,56.32985,54.24625,52.0692,56.42329,54.24625,52.4821,56.01039,54.24625,53.26256,55.22993,54.11781,52.08696,56.14865,54.11781,52.46584,55.76978,54.11781,53.19141,55.0442
1970,4,3661,39.6,,0,.3333333,1970q4,0,9244.95,9.131833,-3.244019,54.22725,50.72129,57.73322,54.22725,51.84793,56.60657,54.22725,53.19674,55.25776,54.65525,49.63183,59.67867,54.65525,50.94052,58.36998,54.65525,52.83955,56.47095,54.40241,52.73968,56.06514,54.40241,53.12571,55.67911,54.40241,53.74414,55.06068,54.3611,52.89944,55.82276,54.3611,53.21532,55.50688,54.3611,53.75251,54.9697,54.09514,52.77393,55.41634,54.09514,53.04592,55.14435,54.09514,53.52723,54.66305,54.10884,52.88903,55.32866,54.10884,53.13151,55.08618,54.10884,53.57292,54.64477,54.61343,53.10342,56.12344,54.61343,53.39577,55.83109,54.61343,53.93935,55.28751,53.46659,51.41473,55.51845,53.46659,51.80389,55.1293,53.46659,52.53947,54.39372,53.33631,51.42796,55.24467,53.33631,51.78398,54.88865,53.33631,52.46579,54.20684
1971,1,3757,39.93333,,0,.3333333,1971q1,0,9408.18,9.149335,7.000732,53.43608,49.5373,57.33485,53.43608,50.79018,56.08197,53.43608,52.29011,54.58205,54.01371,48.10999,59.91743,54.01371,49.64802,58.37941,54.01371,51.87983,56.1476,53.71207,51.90743,55.51672,53.71207,52.32641,55.09774,53.71207,52.99762,54.42652,53.70227,52.11077,55.29375,53.70227,52.45472,54.94981,53.70227,53.03962,54.36491,53.42088,51.97462,54.86713,53.42088,52.27235,54.5694,53.42088,52.79921,54.04254,53.44362,52.11007,54.77717,53.44362,52.37516,54.51209,53.44362,52.85773,54.02952,53.99755,52.34867,55.64643,53.99755,52.6679,55.3272,53.99755,53.26148,54.73362,52.74969,50.50774,54.99165,52.74969,50.93295,54.56643,52.74969,51.73667,53.76271,52.61639,50.52431,54.70847,52.61639,50.91461,54.31818,52.61639,51.66206,53.57072
1971,2,3846,40.3,,0,.3333333,1971q2,0,9543.425,9.163608,5.709076,55.94336,53.00633,58.88038,55.94336,53.95015,57.93656,55.94336,55.08007,56.80664,55.80025,52.52311,59.0774,55.80025,53.37686,58.22365,55.80025,54.61574,56.98477,55.65484,54.22715,57.08253,55.65484,54.55861,56.75106,55.65484,55.08962,56.22005,55.5431,54.31607,56.77014,55.5431,54.58124,56.50496,55.5431,55.0322,56.054,55.31741,54.2275,56.40731,55.31741,54.45187,56.18294,55.31741,54.84892,55.78589,55.30025,54.2765,56.32401,55.30025,54.48001,56.12051,55.30025,54.85047,55.75004,55.70311,54.39387,57.01235,55.70311,54.64735,56.75887,55.70311,55.11866,56.28756,54.8465,53.16924,56.52375,54.8465,53.48735,56.20564,54.8465,54.08864,55.60436,54.72334,53.1787,56.26799,54.72334,53.46686,55.97982,54.72334,54.01873,55.42796
1971,3,3889,40.7,,0,.3333333,1971q3,0,9555.282,9.164849,.4966736,56.72423,54.01836,59.4301,56.72423,54.8879,58.56056,56.72423,55.92889,57.51957,56.68847,53.46466,59.91229,56.68847,54.30452,59.07243,56.68847,55.52324,57.85371,56.55283,55.04227,58.0634,56.55283,55.39297,57.71269,56.55283,55.95481,57.15086,56.43455,55.13367,57.73544,56.43455,55.4148,57.4543,56.43455,55.8929,56.9762,56.19673,55.0425,57.35096,56.19673,55.28011,57.11335,56.19673,55.70059,56.69287,56.20681,55.1199,57.29371,56.20681,55.33596,57.07766,56.20681,55.72927,56.68434,56.60382,55.19809,58.00954,56.60382,55.47025,57.73738,56.60382,55.97629,57.23134,55.66701,53.89239,57.44162,55.66701,54.22897,57.10505,55.66701,54.86515,56.46886,55.54603,53.90347,57.18859,55.54603,54.2099,56.88216,55.54603,54.79675,56.29531
1971,4,3942,41,,0,.3333333,1971q4,0,9614.634,9.171041,2.476883,55.66849,52.81438,58.52261,55.66849,53.73155,57.60543,55.66849,54.82958,56.50741,55.45472,52.72506,58.18437,55.45472,53.43619,57.47325,55.45472,54.46809,56.44134,55.3387,53.97748,56.69992,55.3387,54.29351,56.38389,55.3387,54.7998,55.8776,55.20893,54.07434,56.34352,55.20893,54.31954,56.09832,55.20893,54.73652,55.68134,55.0066,53.98218,56.03102,55.0066,54.19307,55.82013,55.0066,54.56626,55.44694,54.95648,54.01679,55.89616,54.95648,54.20359,55.70937,54.95648,54.54363,55.36933,55.32085,54.13457,56.50712,55.32085,54.36424,56.27745,55.32085,54.79129,55.85041,54.59825,52.95415,56.24234,54.59825,53.26598,55.93052,54.59825,53.85537,55.34112,54.47463,52.96263,55.98663,54.47463,53.24471,55.70456,54.47463,53.78491,55.16435
1972,1,3999,41.33334,,0,.3333333,1972q1,0,9674.999,9.1773,2.503586,55.46948,52.42057,58.51839,55.46948,53.40035,57.53862,55.46948,54.57331,56.36565,54.89965,52.87662,56.92268,54.89965,53.40366,56.39565,54.89965,54.16843,55.63087,54.8465,53.46203,56.23097,54.8465,53.78345,55.90954,54.8465,54.29839,55.3946,54.67701,53.57072,55.7833,54.67701,53.8098,55.54422,54.67701,54.21638,55.13763,54.52186,53.49247,55.55125,54.52186,53.70439,55.33934,54.52186,54.07939,54.96434,54.40756,53.52086,55.29427,54.40756,53.69712,55.118,54.40756,54.01799,54.79714,54.69811,53.55188,55.84434,54.69811,53.77379,55.62243,54.69811,54.18642,55.20979,54.27453,52.64572,55.90334,54.27453,52.95464,55.59442,54.27453,53.53856,55.01051,54.1515,52.65449,55.64851,54.1515,52.93377,55.36923,54.1515,53.46861,54.83438
1972,2,4050,41.6,,0,.3333333,1972q2,0,9735.577,9.183542,2.496719,55.77475,52.95676,58.59274,55.77475,53.86232,57.68717,55.77475,54.94645,56.60305,55.70845,52.93895,58.47795,55.70845,53.66045,57.75645,55.70845,54.70742,56.70948,55.58845,54.20164,56.97525,55.58845,54.52361,56.65329,55.58845,55.03942,56.13748,55.46178,54.30476,56.6188,55.46178,54.55481,56.36876,55.46178,54.98003,55.94353,55.25154,54.20494,56.29815,55.25154,54.4204,56.08269,55.25154,54.80167,55.70142,55.21427,54.25348,56.17506,55.21427,54.44447,55.98407,55.21427,54.79214,55.63639,55.57973,54.37482,56.78464,55.57973,54.6081,56.55136,55.57973,55.04185,56.11761,54.79329,53.08911,56.49746,54.79329,53.41233,56.17424,54.79329,54.02326,55.56331,54.66958,53.09774,56.24141,54.66958,53.39098,55.94817,54.66958,53.95256,55.38659
1972,3,4159,41.93333,,0,.3333333,1972q3,0,9918.124,9.202119,7.430649,56.83709,54.18739,59.48678,56.83709,55.03888,58.6353,56.83709,56.05826,57.61591,56.66507,54.28442,59.04573,56.66507,54.90462,58.42553,56.66507,55.80459,57.52555,56.582,55.1532,58.01081,56.582,55.48492,57.67909,56.582,56.01635,57.14766,56.43102,55.25953,57.6025,56.43102,55.5127,57.34933,56.43102,55.94324,56.91879,56.22329,55.16321,57.28337,56.22329,55.38144,57.06514,56.22329,55.76762,56.67896,56.19697,55.2154,57.17854,56.19697,55.41052,56.98342,56.19697,55.76572,56.62822,56.52984,55.27607,57.78361,56.52984,55.51881,57.54087,56.52984,55.97015,57.08953,55.76918,54.02368,57.51468,55.76918,54.35473,57.18362,55.76918,54.98048,56.55787,55.64911,54.03368,57.26454,55.64911,54.33505,56.96317,55.64911,54.9122,56.38601
1972,4,4348,42.36667,61.79,1,.3333333,1972q4,0,10262.79,9.236279,13.66425,60.80516,56.66343,64.94688,60.80516,57.99439,63.61593,60.80516,59.58778,62.02254,60.13563,57.48062,62.79064,60.13563,58.1723,62.09896,60.13563,59.17598,61.09528,60.20629,58.37743,62.03515,60.20629,58.80203,61.61055,60.20629,59.48225,60.93033,59.95414,58.55043,61.35785,59.95414,58.85379,61.05449,59.95414,59.36968,60.5386,59.76719,58.44997,61.08441,59.76719,58.72114,60.81324,59.76719,59.20099,60.33339,59.76686,58.54231,60.99141,59.76686,58.78573,60.74799,59.76686,59.22886,60.30487,59.96228,58.34153,61.58303,59.96228,58.65532,61.26925,59.96228,59.23877,60.68579,59.37397,56.91847,61.82946,59.37397,57.38419,61.36375,59.37397,58.26446,60.48347,59.26788,56.94994,61.58582,59.26788,57.38237,61.15339,59.26788,58.21051,60.32524
1973,1,4442,43.03333,,0,.3333333,1973q1,0,10322.23,9.242055,2.310181,63.90941,58.38124,69.43758,63.90941,60.15773,67.66109,63.90941,62.28451,65.53431,62.94578,58.22435,67.66721,62.94578,59.45437,66.43719,62.94578,61.23923,64.65233,63.15375,60.78944,65.51806,63.15375,61.33836,64.96915,63.15375,62.21773,64.08977,62.8124,61.0411,64.58369,62.8124,61.4239,64.2009,62.8124,62.07488,63.54991,62.64893,60.93599,64.36188,62.64893,61.28862,64.00925,62.64893,61.91263,63.38523,62.66142,61.08066,64.24218,62.66142,61.39489,63.92796,62.66142,61.96691,63.35593,62.72519,60.6356,64.81478,62.72519,61.04016,64.41022,62.72519,61.79239,63.658,62.29671,58.97064,65.62279,62.29671,59.60147,64.99196,62.29671,60.79384,63.79959,62.20147,59.03985,65.36308,62.20147,59.62968,64.77326,62.20147,60.75925,63.64368
1973,2,4562,43.93333,,0,.3333333,1973q2,0,10383.92,9.248013,2.383423,62.44395,58.59579,66.29211,62.44395,59.83241,65.0555,62.44395,61.31285,63.57505,61.8121,57.70879,65.91541,61.8121,58.77777,64.84643,61.8121,60.32897,63.29523,61.9777,59.83205,64.12335,61.9777,60.3302,63.6252,61.9777,61.12825,62.82716,61.66562,60.04799,63.28325,61.66562,60.39758,62.93366,61.66562,60.99208,62.33916,61.49888,59.95166,63.0461,61.49888,60.27018,62.72759,61.49888,60.83382,62.16395,61.49829,60.05892,62.93765,61.49829,60.34504,62.65153,61.49829,60.8659,62.13067,61.58962,59.66971,63.50953,61.58962,60.04142,63.13782,61.58962,60.73256,62.44668,61.09906,58.24123,63.95688,61.09906,58.78325,63.41486,61.09906,59.80776,62.39035,60.99837,58.29117,63.70557,60.99837,58.79622,63.20052,60.99837,59.76344,62.2333
