year,quarter,dpi_pc,cpi_sa_8284,presvote,electq,wtq16,qdates,Fatalities,r,lnr,dlnr,yhat1976,low_95_1976,high_95_1976,yhat1976a,low_90_1976,high_90_1976,yhat1976b,low_67_1976,high_67_1976,yhat1980,low_95_1980,high_95_1980,yhat1980a,low_90_1980,high_90_1980,yhat1980b,low_67_1980,high_67_1980,yhat1984,low_95_1984,high_95_1984,yhat1984a,low_90_1984,high_90_1984,yhat1984b,low_67_1984,high_67_1984,yhat1988,low_95_1988,high_95_1988,yhat1988a,low_90_1988,high_90_1988,yhat1988b,low_67_1988,high_67_1988,yhat1992,low_95_1992,high_95_1992,yhat1992a,low_90_1992,high_90_1992,yhat1992b,low_67_1992,high_67_1992,yhat1996,low_95_1996,high_95_1996,yhat1996a,low_90_1996,high_90_1996,yhat1996b,low_67_1996,high_67_1996,yhat2000,low_95_2000,high_95_2000,yhat2000a,low_90_2000,high_90_2000,yhat2000b,low_67_2000,high_67_2000,yhat2004,low_95_2004,high_95_2004,yhat2004a,low_90_2004,high_90_2004,yhat2004b,low_67_2004,high_67_2004,yhat2008,low_95_2008,high_95_2008,yhat2008a,low_90_2008,high_90_2008,yhat2008b,low_67_2008,high_67_2008
1980,3,8846,83.23333,,0,.3333333,1980q3,0,10627.95,9.271243,4.681778,41.11516,30.06153,52.16879,41.11516,33.61364,48.61668,41.11516,37.86615,44.36416,43.09425,26.51818,59.67031,43.09425,30.83654,55.35196,43.09425,37.10287,49.08563,42.21653,37.99559,46.43746,42.21653,38.97556,45.4575,42.21653,40.54548,43.88758,42.58061,39.08438,46.07684,42.58061,39.83996,45.32127,42.58061,41.12489,44.03634,42.18333,38.81741,45.54926,42.18333,39.51033,44.85634,42.18333,40.73651,43.63016,42.18551,39.10314,45.26788,42.18551,39.71586,44.65516,42.18551,40.83127,43.53975,43.29723,39.47476,47.11969,43.29723,40.21481,46.37963,43.29723,41.59085,45.00359,41.26434,35.36708,47.16158,41.26434,36.48557,46.0431,41.26434,38.59969,43.92898,41.08736,35.48568,46.68904,41.08736,36.53072,45.644,41.08736,38.53207,43.64265
1980,4,9227,85.56667,44.7,1,.3333333,1980q4,0,10783.41,9.285764,5.808258,44.76828,37.23224,52.30432,44.76828,39.65396,49.8826,44.76828,42.5532,46.98336,45.44634,32.96789,57.92479,45.44634,36.21874,54.67393,45.44634,40.93604,49.95664,44.7944,41.76099,47.8278,44.7944,42.46525,47.12355,44.7944,43.59348,45.99531,45.00982,42.38762,47.63202,45.00982,42.95431,47.06533,45.00982,43.91801,46.10163,44.6988,42.23682,47.16079,44.6988,42.74365,46.65395,44.6988,43.64053,45.75707,44.63363,42.32893,46.93832,44.63363,42.78706,46.48019,44.63363,43.62106,45.64619,45.53587,42.59607,48.47567,45.53587,43.16523,47.90651,45.53587,44.22353,46.84822,44.13693,40.21566,48.0582,44.13693,40.95938,47.31448,44.13693,42.36512,45.90874,43.97535,40.2744,47.6763,43.97535,40.96484,46.98586,43.97535,42.28711,45.6636
1981,1,9414,87.93333,,0,.3333333,1981q1,0,10705.84,9.278544,-2.887726,46.31309,38.97365,53.65253,46.31309,41.3322,51.29399,46.31309,44.1558,48.47038,46.01249,36.73779,55.28718,46.01249,39.15401,52.87096,46.01249,42.66017,49.3648,45.53338,43.19047,47.8763,45.53338,43.73442,47.33235,45.53338,44.60583,46.46093,45.6365,43.55856,47.71444,45.6365,44.00763,47.26537,45.6365,44.77131,46.50169,45.41533,43.45469,47.37597,45.41533,43.85831,46.97234,45.41533,44.57256,46.2581,45.25211,43.47608,47.02813,45.25211,43.82912,46.67509,45.25211,44.47181,46.0324,45.97991,43.6946,48.26522,45.97991,44.13705,47.82277,45.97991,44.95973,47.00009,45.19254,42.13194,48.25315,45.19254,42.71241,47.67267,45.19254,43.80962,46.57546,45.039,42.16523,47.91276,45.039,42.70135,47.37664,45.039,43.72809,46.34991
1981,2,9551,89.76666,,0,.3333333,1981q2,0,10639.81,9.272358,-2.474594,44.6455,36.40829,52.8827,44.6455,39.05534,50.23566,44.6455,42.22433,47.06667,43.98144,35.14504,52.81783,43.98144,37.44707,50.5158,43.98144,40.78754,47.17533,43.52757,40.97759,46.07754,43.52757,41.56961,45.48552,43.52757,42.51804,44.53709,43.61547,41.36589,45.86505,43.61547,41.85205,45.37889,43.61547,42.67881,44.55213,43.44932,41.27391,45.62473,43.44932,41.72175,45.17689,43.44932,42.51423,44.3844,43.19132,41.33823,45.04441,43.19132,41.70659,44.67605,43.19132,42.37716,44.00548,43.87911,41.50417,46.25406,43.87911,41.96397,45.79426,43.87911,42.81892,44.9393,43.43794,39.97586,46.90002,43.43794,40.63248,46.24339,43.43794,41.87361,45.00226,43.28045,40.01879,46.5421,43.28045,40.62728,45.93361,43.28045,41.79259,44.7683
1981,3,9896,92.26666,,0,.3333333,1981q3,0,10725.43,9.280374,3.206253,44.39125,34.76385,54.01866,44.39125,37.85764,50.92487,44.39125,41.56146,47.22105,42.72679,36.10133,49.35225,42.72679,37.82737,47.6262,42.72679,40.33203,45.12154,42.42085,39.49084,45.35086,42.42085,40.17109,44.6706,42.42085,41.26087,43.58083,42.41401,39.82989,44.99812,42.41401,40.38835,44.43966,42.41401,41.33805,43.48996,42.3589,39.81156,44.90624,42.3589,40.33597,44.38183,42.3589,41.26394,43.45386,41.95104,40.00007,43.90201,41.95104,40.38789,43.51419,41.95104,41.09388,42.8082,42.47446,39.94125,45.00768,42.47446,40.43169,44.51723,42.47446,41.34362,43.6053,42.76158,38.88626,46.63689,42.76158,39.62126,45.9019,42.76158,41.01054,44.51262,42.60656,38.94357,46.26954,42.60656,39.62693,45.58618,42.60656,40.93563,44.27748
1981,4,10041,93.76667,,0,.3333333,1981q4,0,10708.5,9.278792,-.6324768,45.68392,35.50028,55.86756,45.68392,38.77282,52.59502,45.68392,42.69063,48.67721,43.45671,38.26711,48.64633,43.45671,39.61909,47.29434,43.45671,41.58094,45.33249,43.27119,40.13629,46.4061,43.27119,40.86411,45.67828,43.27119,42.0301,44.51229,43.18649,40.44971,45.92328,43.18649,41.04116,45.33183,43.18649,42.04697,44.32602,43.18686,40.47469,45.89903,43.18686,41.03302,45.34069,43.18686,42.02105,44.35267,42.72383,40.73156,44.71609,42.72383,41.12759,44.32007,42.72383,41.84853,43.59913,43.12394,40.52692,45.72096,43.12394,41.02971,45.21816,43.12394,41.96461,44.28326,43.78122,39.74121,47.82121,43.78122,40.50745,47.05498,43.78122,41.95576,45.60667,43.63212,39.80701,47.45723,43.63212,40.52062,46.74362,43.63212,41.88724,45.377
1982,1,10158,94.6,,0,.3333333,1982q1,0,10737.84,9.281529,1.094818,45.74133,35.08662,56.39603,45.74133,38.51053,52.97212,45.74133,42.60958,48.87308,43.12244,38.1866,48.05829,43.12244,39.47248,46.77242,43.12244,41.3384,44.90649,43.01281,39.47629,46.54933,43.01281,40.29735,45.72827,43.01281,41.61272,44.41291,42.87986,39.79786,45.96186,42.87986,40.46391,45.2958,42.87986,41.5966,44.16311,42.93062,39.88731,45.97394,42.93062,40.51382,45.34743,42.93062,41.62247,44.23878,42.40283,40.1825,44.62316,42.40283,40.62386,44.1818,42.40283,41.42733,43.37833,42.71708,39.79427,45.63989,42.71708,40.36014,45.07402,42.71708,41.41232,44.02184,43.69538,39.28886,48.10192,43.69538,40.1246,47.26617,43.69538,41.70432,45.68646,43.54783,39.37027,47.72539,43.54783,40.14963,46.94603,43.54783,41.64217,45.45348
1982,2,10304,95.96667,,0,.3333333,1982q2,0,10737.06,9.281457,-.0289917,46.33208,35.82997,56.8342,46.33208,39.20485,53.45932,46.33208,43.24519,49.41898,43.60229,38.78924,48.41535,43.60229,40.04313,47.16146,43.60229,41.86263,45.34196,43.53736,39.91977,47.15494,43.53736,40.75965,46.31506,43.53736,42.10517,44.96954,43.37586,40.23021,46.52152,43.37586,40.91002,45.84171,43.37586,42.0661,44.68562,43.44269,40.34318,46.54219,43.44269,40.98126,45.90412,43.44269,42.11038,44.77499,42.90267,40.64344,45.16191,42.90267,41.09253,44.71281,42.90267,41.91008,43.89527,43.16922,40.18227,46.15619,43.16922,40.76056,45.57789,43.16922,41.83583,44.50262,44.24641,39.82151,48.67132,44.24641,40.66074,47.83208,44.24641,42.24704,46.24578,44.10114,39.90562,48.29667,44.10114,40.68832,47.51396,44.10114,42.18729,46.015
1982,3,10484,97.63333,,0,.3333333,1982q3,0,10738.14,9.281557,.0400543,46.45005,36.24851,56.65158,46.45005,39.5268,53.37329,46.45005,43.4515,49.44859,43.7086,38.84593,48.57127,43.7086,40.11274,47.30446,43.7086,41.951,45.4662,43.66488,39.98199,47.34777,43.66488,40.83704,46.49273,43.66488,42.20684,45.12292,43.49028,40.27946,46.7011,43.49028,40.97336,46.00721,43.49028,42.15339,44.82718,43.56683,40.41646,46.7172,43.56683,41.06501,46.06865,43.56683,42.21266,44.92099,43.01663,40.7105,45.32275,43.01663,41.16892,44.86433,43.01663,42.00343,44.02982,43.257,40.18585,46.32814,43.257,40.78044,45.73355,43.257,41.88602,44.62798,44.3862,39.97511,48.79729,44.3862,40.81172,47.96068,44.3862,42.39307,46.37934,44.24142,40.06007,48.42276,44.24142,40.84014,47.6427,44.24142,42.33404,46.1488
1982,4,10612,97.93333,,0,.3333333,1982q4,0,10835.94,9.290624,3.626633,47.24499,36.75671,57.73327,47.24499,40.12714,54.36284,47.24499,44.16216,50.32782,44.21495,38.96036,49.46954,44.21495,40.32927,48.10063,44.21495,42.31569,46.11421,44.24569,40.30776,48.18362,44.24569,41.22202,47.26936,44.24569,42.68668,45.8047,44.0234,40.6059,47.4409,44.0234,41.34446,46.70234,44.0234,42.60045,45.44635,44.13276,40.78979,47.47572,44.13276,41.47799,46.78753,44.13276,42.6958,45.56971,43.55085,41.09377,46.00793,43.55085,41.5822,45.51951,43.55085,42.47133,44.63037,43.71179,40.42039,47.00319,43.71179,41.05762,46.36596,43.71179,42.24249,45.18109,45.05236,40.42978,49.67495,45.05236,41.30651,48.79822,45.05236,42.96367,47.14106,44.91104,40.52567,49.29641,44.91104,41.3438,48.47828,44.91104,42.91059,46.91149
1983,1,10766,98,,0,.3333333,1983q1,0,10985.71,9.304351,5.490875,49.92029,40.03398,59.8066,49.92029,43.21097,56.62962,49.92029,47.0144,52.82619,47.03365,42.27276,51.79454,47.03365,43.51306,50.55425,47.03365,45.31284,48.75446,47.10601,43.63284,50.57918,47.10601,44.43919,49.77282,47.10601,45.73099,48.48102,46.85568,43.90827,49.8031,46.85568,44.54524,49.16613,46.85568,45.62846,48.0829,46.93308,44.02705,49.8391,46.93308,44.6253,49.24086,46.93308,45.68394,48.18222,46.43,44.3115,48.54851,46.43,44.73262,48.12738,46.43,45.49924,47.36077,46.56391,43.75798,49.36985,46.56391,44.30122,48.8266,46.56391,45.31133,47.8165,47.70984,43.54506,51.87461,47.70984,44.33496,51.08472,47.70984,45.828,49.59167,47.57643,43.62577,51.5271,47.57643,44.36279,50.79007,47.57643,45.77428,49.37859
1983,2,10921,99.13333,,0,.3333333,1983q2,0,11016.48,9.307147,1.118469,51.75708,42.46399,61.05017,51.75708,45.45034,58.06381,51.75708,49.02555,54.48861,48.9123,43.91525,53.90934,48.9123,45.21707,52.60752,48.9123,47.10612,50.71847,49.03939,45.69726,52.38153,49.03939,46.47319,51.60559,49.03939,47.71626,50.36253,48.75356,45.96342,51.54371,48.75356,46.56641,50.94072,48.75356,47.59183,49.9153,48.82489,46.07183,51.57796,48.82489,46.63858,51.01121,48.82489,47.64151,50.00829,48.35611,46.33311,50.37911,48.35611,46.73524,49.97697,48.35611,47.4673,49.24491,48.43933,45.76119,51.11746,48.43933,46.27969,50.59896,48.43933,47.24379,49.63486,49.54329,45.55439,53.53219,49.54329,46.31094,52.77565,49.54329,47.74092,51.34566,49.41562,45.63169,53.19954,49.41562,46.33761,52.49362,49.41562,47.68952,51.14171
1983,3,11204,100.1,,0,.3333333,1983q3,0,11192.81,9.323027,6.351852,52.8285,44.20747,61.44954,52.8285,46.97786,58.67915,52.8285,50.29451,55.3625,50.10649,45.01456,55.19843,50.10649,46.34109,53.87189,50.10649,48.26603,51.94696,50.25732,47.0528,53.46183,50.25732,47.79678,52.71785,50.25732,48.98866,51.52597,49.95631,47.30433,52.60828,49.95631,47.87745,52.03516,49.95631,48.8521,51.06052,50.01713,47.40543,52.62883,50.01713,47.94308,52.09117,50.01713,48.8945,51.13975,49.57793,47.63906,51.51682,49.57793,48.02447,51.1314,49.57793,48.72609,50.42978,49.63879,47.06063,52.21694,49.63879,47.55978,51.7178,49.63879,48.48788,50.78969,50.66703,46.88418,54.44988,50.66703,47.60164,53.73242,50.66703,48.95776,52.37629,50.54239,46.95581,54.12898,50.54239,47.62491,53.45987,50.54239,48.90632,52.17847
1983,4,11485,101.1,,0,.3333333,1983q4,0,11360.04,9.337857,5.932236,55.62091,47.46183,63.77999,55.62091,50.08377,61.15805,55.62091,53.22271,58.01912,53.04,47.64403,58.43598,53.04,49.04978,57.03023,53.04,51.08965,54.99037,53.24598,50.29404,56.19792,53.24598,50.97938,55.51257,53.24598,52.07732,54.41464,52.9085,50.56494,55.25206,52.9085,51.07141,54.74559,52.9085,51.93271,53.88429,52.94267,50.61625,55.26909,52.94267,51.09518,54.79016,52.94267,51.94267,53.94267,52.57757,50.81003,54.3451,52.57757,51.16138,53.99375,52.57757,51.801,53.35414,52.59544,50.27245,54.91843,52.59544,50.72219,54.46868,52.59544,51.55844,53.63243,53.45714,49.83775,57.07653,53.45714,50.52421,56.39007,53.45714,51.82174,55.09255,53.34086,49.90639,56.77534,53.34086,50.54712,56.13461,53.34086,51.77418,54.90755
1984,1,11840,102.5333,,0,.3333333,1984q1,0,11547.46,9.354221,6.545639,58.41211,52.74994,64.07429,58.41211,54.56949,62.25474,58.41211,56.74783,60.0764,56.94547,53.95823,59.93272,56.94547,54.73645,59.15449,56.94547,55.86574,58.0252,57.05169,55.18544,58.91794,57.05169,55.61872,58.48466,57.05169,56.31285,57.79053,56.77675,55.4243,58.1292,56.77675,55.71658,57.83693,56.77675,56.21363,57.33987,56.6751,55.32941,58.02079,56.6751,55.60644,57.74376,56.6751,56.09666,57.25354,56.52774,55.41109,57.64439,56.52774,55.63306,57.42242,56.52774,56.03714,57.01834,56.67534,55.24465,58.10603,56.67534,55.52164,57.82904,56.67534,56.03667,57.31401,56.65754,54.11372,59.20136,56.65754,54.59618,58.7189,56.65754,55.50813,57.80696,56.54646,54.14394,58.94898,56.54646,54.59216,58.50077,56.54646,55.45052,57.64241
1984,2,12136,103.5,,0,.3333333,1984q2,0,11725.6,9.36953,6.123352,60.00713,53.5093,66.50497,60.00713,55.5974,64.41688,60.00713,58.09722,61.91705,58.09806,52.83485,63.36126,58.09806,54.20601,61.9901,58.09806,56.19569,60.00043,58.33511,55.89758,60.77265,58.33511,56.46349,60.20673,58.33511,57.3701,59.30013,57.97623,56.19863,59.75382,57.97623,56.58279,59.36966,57.97623,57.23608,58.71637,57.92702,56.14793,59.70612,57.92702,56.51418,59.33987,57.92702,57.16229,58.69176,57.73395,56.24677,59.22113,57.73395,56.54239,58.92551,57.73395,57.08055,58.38734,57.74403,55.81696,59.67109,57.74403,56.19005,59.298,57.74403,56.88377,58.60428,58.0619,54.81207,61.31174,58.0619,55.42844,60.69537,58.0619,56.59348,59.53033,57.95741,54.87226,61.04256,57.95741,55.44782,60.467,57.95741,56.55008,59.36475
1984,3,12391,104.4,,0,.3333333,1984q3,0,11868.77,9.381666,4.854584,60.91445,54.23029,67.5986,60.91445,56.37826,65.45064,60.91445,58.94977,62.87913,58.69966,51.36483,66.03448,58.69966,53.27568,64.12363,58.69966,56.0485,61.35081,59.04137,56.08303,61.9997,59.04137,56.76986,61.31287,59.04137,57.87017,60.21256,58.6161,56.40116,60.83105,58.6161,56.87984,60.35237,58.6161,57.69386,59.53835,58.61471,56.42591,60.80352,58.61471,56.8765,60.35292,58.61471,57.67387,59.55556,58.37326,56.51694,60.22958,58.37326,56.88595,59.86058,58.37326,57.55769,59.18884,58.26682,55.81195,60.7217,58.26682,56.28723,60.24642,58.26682,57.17095,59.36269,58.87721,55.13807,62.61636,58.87721,55.84724,61.90718,58.87721,57.18769,60.56673,58.77674,55.22266,62.33081,58.77674,55.88571,61.66777,58.77674,57.15549,60.39798
1984,4,12556,105.3,59.17,1,.3333333,1984q4,0,11924.03,9.386311,1.857758,61.20952,57.1964,65.22263,61.20952,58.48603,63.93301,61.20952,60.02994,62.3891,60.04218,55.05409,65.03027,60.04218,56.35358,63.73079,60.04218,58.23925,61.84512,60.26128,58.03678,62.48579,60.26128,58.55323,61.96933,60.26128,59.38061,61.14196,59.91549,58.28147,61.54951,59.91549,58.6346,61.19638,59.91549,59.23513,60.59585,59.81515,58.23002,61.40028,59.81515,58.55634,61.07396,59.81515,59.13379,60.49651,59.71014,58.27211,61.14817,59.71014,58.55796,60.86231,59.71014,59.07834,60.34194,59.73425,57.80375,61.66474,59.73425,58.17751,61.29098,59.73425,58.87246,60.59603,59.67271,56.84644,62.49897,59.67271,57.38248,61.96293,59.67271,58.39567,60.94974,59.56991,56.89497,62.24485,59.56991,57.394,61.74582,59.56991,58.3497,60.79012
1985,1,12636,106.2667,,0,.3333333,1985q1,0,11890.84,9.383524,-1.114655,59.82912,56.33834,63.31989,59.82912,57.46011,62.19812,59.82912,58.80307,60.85517,60.03242,57.66412,62.40071,60.03242,58.28111,61.78373,60.03242,59.1764,60.88843,60.03508,58.22607,61.84409,60.03508,58.64606,61.4241,60.03508,59.3189,60.75126,59.82967,58.37614,61.2832,59.82967,58.69027,60.96907,59.82967,59.22446,60.43488,59.60286,58.24982,60.95589,59.60286,58.52836,60.67735,59.60286,59.02126,60.18445,59.64731,58.40835,60.88626,59.64731,58.65463,60.63998,59.64731,59.10297,60.19164,59.894,58.27369,61.51432,59.894,58.58739,61.20062,59.894,59.17068,60.61732,58.97286,56.60525,61.34047,58.97286,57.05429,60.89143,58.97286,57.90306,60.04266,58.8614,56.63168,61.09113,58.8614,57.04765,60.67516,58.8614,57.84428,59.87853
1985,2,12955,107.2333,,0,.3333333,1985q2,0,12081.13,9.3994,6.350327,58.75441,54.63003,62.8788,58.75441,55.95541,61.55341,58.75441,57.54213,59.9667,59.28435,56.74527,61.82342,59.28435,57.40675,61.16195,59.28435,58.36661,60.20209,59.21803,57.41599,61.02006,59.21803,57.83437,60.60168,59.21803,58.50461,59.93144,59.0578,57.57394,60.54167,59.0578,57.89462,60.22099,59.0578,58.43996,59.67564,58.80542,57.42278,60.18805,58.80542,57.70742,59.90341,58.80542,58.2111,59.39973,58.86918,57.63095,60.10741,58.86918,57.87709,59.86127,58.86918,58.32516,59.4132,59.18126,57.6049,60.75763,59.18126,57.91009,60.45243,59.18126,58.47756,59.88496,58.07959,55.66142,60.49775,58.07959,56.12005,60.03912,58.07959,56.98695,59.17222,57.96367,55.68593,60.24141,57.96367,56.11086,59.81647,57.96367,56.92464,59.00269
1985,3,12923,107.9,,0,.3333333,1985q3,0,11976.83,9.390729,-3.468323,58.66668,53.04435,64.28902,58.66668,54.85109,62.48227,58.66668,57.0141,60.31926,59.84861,55.808,63.88921,59.84861,56.86065,62.83656,59.84861,58.38814,61.30907,59.68449,57.40955,61.95943,59.68449,57.93772,61.43126,59.68449,58.78386,60.58513,59.58724,57.6473,61.52717,59.58724,58.06655,61.10793,59.58724,58.7795,60.39497,59.26654,57.44117,61.09192,59.26654,57.81695,60.71614,59.26654,58.48192,60.05117,59.4194,57.8522,60.98661,59.4194,58.16373,60.67507,59.4194,58.73085,60.10795,59.83694,57.8767,61.79718,59.83694,58.25621,61.41766,59.83694,58.96188,60.712,58.28212,55.22585,61.33839,58.28212,55.80551,60.75873,58.28212,56.90116,59.66308,58.16381,55.26958,61.05804,58.16381,55.80952,60.51809,58.16381,56.84356,59.48405
1985,4,13128,109,,0,.3333333,1985q4,0,12044.04,9.396325,2.238464,56.27037,48.31889,64.22185,56.27037,50.87411,61.66663,56.27037,53.93318,58.60756,58.2879,51.08684,65.48895,58.2879,52.96284,63.61295,58.2879,55.68509,60.8907,57.93629,54.99463,60.87795,57.93629,55.67759,60.195,57.93629,56.7717,59.10088,57.96055,55.4449,60.4762,57.96055,55.98857,59.93254,57.96055,56.91311,59.008,57.56186,55.16555,59.95816,57.56186,55.65887,59.46484,57.56186,56.53182,58.59189,57.78449,55.77071,59.79828,57.78449,56.17101,59.39798,57.78449,56.89973,58.66925,58.39071,55.93224,60.84918,58.39071,56.40821,60.37321,58.39071,57.29323,59.48819,56.31006,52.3219,60.29822,56.31006,53.0783,59.54182,56.31006,54.50802,58.11209,56.18145,52.39261,59.9703,56.18145,53.09945,59.26346,56.18145,54.45312,57.90979
1986,1,13353,109.5667,,0,.3333333,1986q1,0,12187.1,9.408134,4.723358,56.71352,49.22343,64.20361,56.71352,51.63039,61.79665,56.71352,54.51195,58.91509,58.86235,50.76698,66.95771,58.86235,52.87597,64.84872,58.86235,55.9363,61.78839,58.47455,55.20956,61.73954,58.47455,55.96758,60.98151,58.47455,57.18195,59.76714,58.52104,55.69376,61.34832,58.52104,56.30477,60.73731,58.52104,57.34385,59.69824,58.09053,55.42031,60.76075,58.09053,55.97001,60.21104,58.09053,56.94275,59.2383,58.35951,56.10466,60.61435,58.35951,56.55289,60.16613,58.35951,57.36884,59.35017,59.01335,56.19612,61.83057,59.01335,56.74155,61.28514,59.01335,57.75572,60.27097,56.74534,52.57046,60.92022,56.74534,53.36228,60.12841,56.74534,54.85894,58.63174,56.61753,52.65202,60.58305,56.61753,53.39182,59.84325,56.61753,54.80861,58.42646
1986,2,13485,109.0333,,0,.3333333,1986q2,0,12367.78,9.42285,5.886459,58.16667,51.85822,64.47513,58.16667,53.88545,62.44789,58.16667,56.31242,60.02092,60.2092,52.19939,68.21901,60.2092,54.28608,66.13232,60.2092,57.31407,63.10432,59.844,56.43985,63.24814,59.844,57.23018,62.45781,59.844,58.49631,61.19168,59.87435,56.87668,62.87202,59.87435,57.52451,62.22419,59.87435,58.6262,61.12249,59.43096,56.634,62.22793,59.43096,57.20979,61.65213,59.43096,58.22871,60.63322,59.7351,57.35765,62.11255,59.7351,57.83025,61.63995,59.7351,58.69057,60.77963,60.38023,57.32438,63.43608,60.38023,57.91601,62.84446,60.38023,59.01608,61.74438,58.05722,53.97954,62.13491,58.05722,54.75292,61.36153,58.05722,56.21474,59.89971,57.93417,54.06407,61.80428,57.93417,54.78607,61.08228,57.93417,56.16877,59.69958
1986,3,13622,109.7,,0,.3333333,1986q3,0,12417.5,9.426863,1.605225,58.74291,53.20779,64.27803,58.74291,54.98651,62.49931,58.74291,57.11596,60.36985,60.55928,53.19012,67.92843,60.55928,55.10992,66.00864,60.55928,57.89571,63.22284,60.23279,56.98853,63.47705,60.23279,57.74174,62.72384,60.23279,58.9484,61.51718,60.23763,57.36228,63.11297,60.23763,57.98367,62.49157,60.23763,59.04041,61.43484,59.81013,57.1441,62.47617,59.81013,57.69294,61.92733,59.81013,58.66415,60.95611,60.10065,57.81938,62.38193,60.10065,58.27286,61.92845,60.10065,59.09838,61.10294,60.70996,57.74904,63.67089,60.70996,58.32229,63.09763,60.70996,59.38819,62.03174,58.50262,54.69083,62.31441,58.50262,55.41378,61.59146,58.50262,56.78028,60.22496,58.3821,54.76751,61.99668,58.3821,55.44184,61.32235,58.3821,56.73325,60.03094
1986,4,13698,110.4667,,0,.3333333,1986q4,0,12400.12,9.425462,-.560379,57.23668,51.14213,63.33124,57.23668,53.10063,61.37274,57.23668,55.4453,59.02806,59.13234,51.21082,67.05386,59.13234,53.27451,64.99017,59.13234,56.26912,61.99555,58.76191,55.58101,61.94281,58.76191,56.31951,61.20432,58.76191,57.50261,60.02122,58.79575,55.9957,61.59579,58.79575,56.60082,60.99067,58.79575,57.62989,59.96161,58.37107,55.76625,60.97589,58.37107,56.30249,60.43966,58.37107,57.2514,59.49074,58.6375,56.4015,60.87351,58.6375,56.84597,60.42903,58.6375,57.65511,59.61989,59.28425,56.42004,62.14846,59.28425,56.97457,61.59393,59.28425,58.00565,60.56285,57.08415,53.25468,60.91362,57.08415,53.98099,60.18732,57.08415,55.35382,58.81448,56.95869,53.32751,60.58987,56.95869,54.00493,59.91245,56.95869,55.30227,58.61511
1987,1,13937,111.8,,0,.3333333,1987q1,0,12466.01,9.430761,2.119827,56.00539,48.74974,63.26103,56.00539,51.08136,60.92941,56.00539,53.87273,58.13805,58.35719,48.35063,68.36374,58.35719,50.95752,65.75686,58.35719,54.74034,61.97403,57.87669,54.18641,61.56697,57.87669,55.04317,60.71021,57.87669,56.41572,59.33765,57.98132,54.74395,61.21869,57.98132,55.44358,60.51905,57.98132,56.63337,59.32927,57.50843,54.48846,60.52841,57.50843,55.11016,59.9067,57.50843,56.21032,58.80655,57.8209,55.22846,60.41335,57.8209,55.74379,59.89801,57.8209,56.68191,58.9599,58.58287,55.25512,61.91064,58.58287,55.89939,61.26636,58.58287,57.09734,60.06841,56.06704,51.64987,60.48421,56.06704,52.48764,59.64644,56.06704,54.07116,58.06292,55.9362,51.74262,60.12976,55.9362,52.52497,59.34742,55.9362,54.02324,57.84915
1987,2,13879,113.0667,,0,.3333333,1987q2,0,12275.06,9.415325,-6.174469,53.89255,45.94741,61.83768,53.89255,48.5006,59.28449,53.89255,51.55722,56.22787,56.25503,45.58723,66.92283,56.25503,48.36637,64.14368,56.25503,52.39918,60.11087,55.72412,52.13538,59.31285,55.72412,52.96856,58.47967,55.72412,54.30335,57.14488,55.86214,52.75091,58.97337,55.86214,53.42328,58.30099,55.86214,54.56671,57.15756,55.40182,52.48396,58.31967,55.40182,53.08464,57.71899,55.40182,54.14759,56.65604,55.66885,53.14248,58.19524,55.66885,53.64468,57.69304,55.66885,54.55889,56.77882,56.47157,53.28035,59.66278,56.47157,53.89819,59.04494,56.47157,55.04699,57.89614,54.02527,49.55751,58.49303,54.02527,50.40487,57.64567,54.02527,52.00653,56.04401,53.88779,49.64592,58.12966,53.88779,50.43727,57.33831,53.88779,51.9528,55.82278
1987,3,14238,114.2667,,0,.3333333,1987q3,0,12460.33,9.430305,5.991745,51.68473,43.86386,59.50559,51.68473,46.37711,56.99234,51.68473,49.38593,53.98352,53.85795,42.63179,65.08411,53.85795,45.5564,62.1595,53.85795,49.80029,57.91562,53.28487,49.86658,56.70316,53.28487,50.66019,55.90955,53.28487,51.93158,54.63816,53.45053,50.51136,56.38971,53.45053,51.14655,55.75452,53.45053,52.22675,54.67432,53.01392,50.2532,55.77463,53.01392,50.82154,55.2063,53.01392,51.82724,54.20059,53.21823,50.78418,55.65229,53.21823,51.26802,55.16844,53.21823,52.14883,54.28764,54.05502,51.01287,57.09716,54.05502,51.60185,56.50818,54.05502,52.69698,55.41305,51.76498,47.41336,56.1166,51.76498,48.23869,55.29127,51.76498,49.79872,53.73124,51.62106,47.49297,55.74916,51.62106,48.2631,54.97903,51.62106,49.73797,53.50415
