"last.name","first.name","state","district","party","gender","nameid","icpsr.id","missingVotes","idealPoint","lo","up","label"
"Nunes","Devin","CA","21","R","M","N000181","20307",32,0.89769688758273,0.802872118192582,0.994801037402769,"Nunes (R CA-21)"
"Nunnelee","Alan","MS","1","R","M","N000186",NA,59,0.938440289939365,0.833635787553275,1.03109631608881,"Nunnelee (R MS-1)"
"Olson","Pete","TX","22","R","M","O000168",NA,25,0.968562839473409,0.868479571069742,1.06676850962268,"Olson (R TX-22)"
"Olver","John","MA","1","D","M","O000085","15844",161,-1.77282539189152,-1.99472371243671,-1.55890933804477,"Olver (D MA-1)"
"Owens","Bill","NY","23","D","M","O000169",NA,47,-0.284657481712868,-0.364568150140831,-0.216865716424646,"Owens (D NY-23)"
"Palazzo","Steven","MS","4","R","M","P000601",NA,22,0.877056059529379,0.782482268934681,0.971259869761785,"Palazzo (R MS-4)"
"Pallone","Frank","NJ","6","D","M","P000034","15619",10,-1.54915458045241,-1.74894894558519,-1.3687273746902,"Pallone (D NJ-6)"
"Pascrell Jr.","Bill","NJ","8","D","M","P000096","29741",129,-1.08978400533289,-1.21430973003564,-0.956418194056922,"Pascrell Jr. (D NJ-8)"
"Pastor","Ed","AZ","4","D","M","P000099","15846",47,-0.948127284137629,-1.06658850623829,-0.847241975015693,"Pastor (D AZ-4)"
"Paul","Ron","TX","14","R","M","P000583","14290",591,0.506005959030295,0.414388124673283,0.580663044466392,"Paul (R TX-14)"
"Paulsen","Erik","MN","3","R","M","P000594",NA,28,0.723523000077712,0.630645340839357,0.811193632284579,"Paulsen (R MN-3)"
"Payne","Donald","NJ","10","D","M","P000149","15622",727,-1.72123317884595,-1.96034041128706,-1.48381232056912,"Payne (D NJ-10)"
"Payne Jr.","Donald","NJ","10","D","M","P000604",NA,1553,-1.30125920295068,-2.14645213731179,-0.473205381698901,"Payne Jr. (D NJ-10)"
"Pearce","Steve","NM","2","R","M","P000588","20337",41,0.884875285984243,0.788963617693565,0.98299160440376,"Pearce (R NM-2)"
"Pelosi","Nancy","CA","8","D","F","P000197","15447",117,-1.31495902952744,-1.47366262829755,-1.17082008313335,"Pelosi (D CA-8)"
"Pence","Mike","IN","6","R","M","P000587","20117",144,1.25249539347567,1.11850759255565,1.38876286757831,"Pence (R IN-6)"
"Perlmutter","Ed","CO","7","D","M","P000593","20705",42,-0.615205785145497,-0.714961861006032,-0.536788050884898,"Perlmutter (D CO-7)"
