timestamp,country,duke,lustik,psu,sae,idi,gtds
1998m11,Mauritius,2.37E-05,,0.0282,,6.40E-06,0
1998m11,Mongolia,5.52E-04,,0.0154,,8.67E-06,0
1998m11,Nepal,0.094294969,,0.0627,,0.003580033,0
1998m11,New Zealand,2.61E-06,,0.039,,8.78E-06,0
1998m11,North Korea,8.54E-05,,0.0148,,1.58E-05,0
1998m11,Papua New Guinea,0.00629974,,0.0346,,7.57E-06,0
1998m11,Philippines,0.933443875,,0.3486,,0.999100983,1
1998m11,Russia,0.93337502,,0.9951,,0.999774754,1
1998m11,Singapore,1.48E-06,,0.0304,,2.15E-05,0
1998m11,Solomon Islands,6.94E-06,,0.04,,8.49E-05,0
1998m11,South Korea,5.73E-06,,0.0112,,1.71E-04,0
1998m11,Sri Lanka,0.999705012,,0.9931,,0.999989629,1
1998m11,Taiwan,2.42E-06,,1.00E-04,,1.37E-05,0
1998m11,Thailand,0.221694599,,0.3172,,0.142580181,0
1998m11,Vietnam,5.73E-04,,0.0305,,0.004903619,0
1998m12,Australia,4.31E-07,,0.0131,,2.08E-05,0
1998m12,Bangladesh,9.22E-04,,0.0709,,1.37E-05,0
1998m12,Bhutan,6.82E-04,,0.0267,,1.16E-04,0
1998m12,Burma,0.923187905,,0.2978,,0.998857915,1
1998m12,Cambodia,0.003173092,,0.1009,,4.15E-05,0
1998m12,China,3.66E-05,,0,,8.18E-05,0
1998m12,Comoros,8.03E-04,,0.0286,,8.02E-06,0
1998m12,Fiji,5.20E-05,,0.053,,1.16E-04,0
1998m12,India,0.99146699,,0.916,,0.999941528,1
1998m12,Indonesia,0.843389784,,0.9932,,0.999783158,1
1998m12,Japan,1.48E-08,,5.00E-04,,1.42E-05,0
1998m12,Laos,2.91E-04,,0.0345,,8.78E-06,0
1998m12,Madagascar,0.001310996,,0.0288,,7.57E-06,0
1998m12,Malaysia,1.54E-05,,0.0401,,6.40E-06,0
1998m12,Mauritius,2.37E-05,,0.0271,,6.40E-06,0
1998m12,Mongolia,5.30E-04,,0.0237,,8.67E-06,0
1998m12,Nepal,0.083995334,,0.0665,,0.003580033,0
1998m12,New Zealand,3.15E-06,,0.0242,,8.78E-06,0
1998m12,North Korea,9.08E-05,,0.0056,,1.58E-05,0
1998m12,Papua New Guinea,0.006187941,,0.047,,7.57E-06,0
1998m12,Philippines,0.915265399,,0.5509,,0.999100983,1
1998m12,Russia,0.838422922,,0.9958,,0.999780774,1
1998m12,Singapore,1.17E-06,,0.0316,,2.15E-05,0
1998m12,Solomon Islands,6.98E-06,,0.0382,,8.49E-05,0
1998m12,South Korea,5.47E-06,,0.0037,,1.60E-04,0
1998m12,Sri Lanka,0.999692631,,0.9818,,0.999989629,1
1998m12,Taiwan,1.96E-06,,1.00E-04,,1.37E-05,0
1998m12,Thailand,0.298478511,,0.1681,,0.142580181,0
1998m12,Vietnam,6.39E-04,,0.0336,,0.004903619,0
1999m1,Australia,1.28E-06,,0.0128,0,3.56E-07,0
1999m1,Bangladesh,0.002470254,,0.1381,0.108402,1.57E-04,0
1999m1,Bhutan,8.44E-04,,0.0276,6.10E-05,9.96E-07,0
1999m1,Burma,0.92790174,,0.1242,0.947324,0.999990761,1
1999m1,Cambodia,0.002737469,,0.0023,0.013396,3.56E-07,0
1999m1,China,0.001852114,,0,0.045584,7.97E-05,0
1999m1,Comoros,8.14E-04,,0.0274,1.20E-05,6.84E-08,0
1999m1,Fiji,5.43E-05,,0.0737,4.00E-06,5.47E-08,0
1999m1,India,0.982825958,,0.9504,0.919862,0.999999762,1
1999m1,Indonesia,0.849504071,,0.99,0.312059,0.999778748,1
1999m1,Japan,1.17E-05,,1.00E-04,0,1.18E-07,0
1999m1,Laos,2.84E-04,,0.0281,1.11E-04,6.08E-08,0
1999m1,Madagascar,0.001336857,,0.0278,2.65E-04,6.44E-08,0
1999m1,Malaysia,2.09E-05,,0.0398,0.02219,5.47E-08,0
1999m1,Mauritius,2.36E-05,,0.0269,0.029519,5.47E-08,0
1999m1,Mongolia,6.48E-04,,0.0213,0.008877,7.42E-08,0
1999m1,Nepal,0.1409882,,0.0493,0.001087,3.08E-05,0
1999m1,New Zealand,2.66E-06,,0.0336,0,6.08E-08,0
1999m1,North Korea,1.28E-04,,0.0057,0,1.18E-07,0
1999m1,Papua New Guinea,0.006999498,,0.0375,3.43E-04,6.44E-08,0
1999m1,Philippines,0.936198222,,0.2706,0.304021,0.996740639,1
1999m1,Russia,0.95442422,,0.9997,1,0.999998152,1
1999m1,Singapore,1.60E-06,,0.0324,0,1.28E-07,0
1999m1,Solomon Islands,7.03E-06,,0.0372,3.10E-05,7.01E-07,0
1999m1,South Korea,1.96E-05,,0.0104,1.50E-05,1.35E-07,0
1999m1,Sri Lanka,0.999814101,,0.926,0.997506,0.99999994,1
1999m1,Taiwan,3.71E-06,,0,0,1.18E-07,0
1999m1,Thailand,0.546159152,,0.0781,0.020287,0.021472966,0
1999m1,Vietnam,8.41E-04,,0.0303,1.86E-04,4.23E-05,0
1999m2,Australia,1.66E-06,,0.0074,0,3.56E-07,0
1999m2,Bangladesh,0.001918322,,0.0945,0.102095,1.35E-05,0
1999m2,Bhutan,6.82E-04,,0.0276,6.20E-05,9.96E-07,0
1999m2,Burma,0.929302662,,0.6635,0.813958,0.999987602,1
1999m2,Cambodia,0.002919952,,0.8559,0.013873,5.46E-05,0
1999m2,China,2.67E-04,,0,0.049859,7.97E-05,0
1999m2,Comoros,8.25E-04,,0.0282,1.20E-05,6.84E-08,0
1999m2,Fiji,5.17E-05,,0.0444,4.00E-06,5.47E-08,0
1999m2,India,0.974820428,,0.8298,0.967245,0.999999762,1
1999m2,Indonesia,0.897164064,,0.9951,0.277788,0.999778748,1
1999m2,Japan,1.16E-07,,1.00E-04,0,1.18E-07,0
1999m2,Laos,2.96E-04,,0.0255,1.15E-04,6.08E-08,0
1999m2,Madagascar,0.001363226,,0.027,2.65E-04,6.44E-08,0
1999m2,Malaysia,2.46E-05,,0.0519,0.023081,5.47E-08,0
1999m2,Mauritius,2.41E-05,,0.0268,0.029519,5.47E-08,0
1999m2,Mongolia,6.25E-04,,0.0427,0.008927,7.42E-08,0
1999m2,Nepal,0.109106223,,0.0553,0.001103,3.08E-05,0
1999m2,New Zealand,2.54E-06,,0.0404,0,6.08E-08,0
1999m2,North Korea,9.35E-05,,0.0026,0,1.18E-07,0
1999m2,Papua New Guinea,0.007378481,,0.0302,3.59E-04,6.44E-08,0
1999m2,Philippines,0.923847475,,0.183,0.141996,0.996741593,1
1999m2,Russia,0.890498122,,0.9989,0.999949,0.999998212,1
1999m2,Singapore,2.44E-06,,0.0386,0,1.61E-07,0
1999m2,Solomon Islands,8.15E-06,,0.0461,3.10E-05,7.01E-07,0
1999m2,South Korea,6.32E-06,,0.0757,1.60E-05,1.35E-07,0
1999m2,Sri Lanka,0.999742808,,0.9417,0.962019,0.99999994,1
1999m2,Taiwan,2.05E-06,,0,0,1.18E-07,0
1999m2,Thailand,0.439977811,,0.1214,0.019412,0.001420495,0
1999m2,Vietnam,5.45E-04,,0.0297,1.96E-04,4.23E-05,0
1999m3,Australia,9.20E-07,,0.0098,0,3.56E-07,0
1999m3,Bangladesh,0.003326592,,0.3831,0.111732,5.59E-04,0
1999m3,Bhutan,0.001203136,,0.0334,6.20E-05,9.96E-07,0
1999m3,Burma,0.905197354,,0.6628,0.817599,0.9999879,1
1999m3,Cambodia,0.003843933,,0.0087,0.012861,3.56E-07,0
1999m3,China,0.010814163,,1.00E-04,0.047627,7.97E-05,0
1999m3,Comoros,8.36E-04,,0.0295,1.20E-05,6.84E-08,0
1999m3,Fiji,5.27E-05,,0.0475,4.00E-06,5.47E-08,0
1999m3,India,0.996937847,,0.7626,0.974559,0.999999702,1
1999m3,Indonesia,0.920535736,,0.9797,0.194435,0.999772668,1
1999m3,Japan,2.82E-06,,0,0,1.18E-07,0
1999m3,Laos,4.20E-04,,0.0256,1.14E-04,6.08E-08,0
